candidate_id,model_kind,feature_selection_mode,feature_selection_top_k,feature_selection_min_features,feature_selection_min_abs_spearman,feature_selection_min_mutual_info,feature_selection_correlation_threshold,feature_selection_lasso_alpha,robust_clip,calibration,target_transform,prediction_clip,alpha,l1_ratio,epsilon,n_components,fit_intercept,max_iter,tol
11069,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,,1.4,,True,500000,0.0001
11070,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,,1.5,,True,500000,0.0001
11071,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,,1.5,,True,500000,0.0001
11072,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,,1.5,,True,500000,0.0001
11073,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,,1.5,,True,500000,0.0001
11074,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,,1.5,,True,500000,0.0001
11075,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,,1.5,,True,500000,0.0001
11076,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,,1.75,,True,500000,0.0001
11077,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,,1.75,,True,500000,0.0001
11078,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,,1.75,,True,500000,0.0001
11079,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,,1.75,,True,500000,0.0001
11080,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,,1.75,,True,500000,0.0001
11081,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,,1.75,,True,500000,0.0001
11082,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.001,,2.0,,True,500000,0.0001
11083,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.001,,2.0,,True,500000,0.0001
11084,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.001,,2.0,,True,500000,0.0001
11085,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.001,,2.0,,True,500000,0.0001
11086,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.001,,2.0,,True,500000,0.0001
11087,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.001,,2.0,,True,500000,0.0001
11088,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.05,,True,500000,0.0001
11089,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.05,,True,500000,0.0001
11090,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.05,,True,500000,0.0001
11091,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.05,,True,500000,0.0001
11092,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.05,,True,500000,0.0001
11093,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.05,,True,500000,0.0001
11094,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.1,,True,500000,0.0001
11095,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.1,,True,500000,0.0001
11096,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.1,,True,500000,0.0001
11097,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.1,,True,500000,0.0001
11098,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.1,,True,500000,0.0001
11099,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.1,,True,500000,0.0001
11100,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.15,,True,500000,0.0001
11101,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.15,,True,500000,0.0001
11102,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.15,,True,500000,0.0001
11103,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.15,,True,500000,0.0001
11104,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.15,,True,500000,0.0001
11105,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.15,,True,500000,0.0001
11106,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.2,,True,500000,0.0001
11107,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.2,,True,500000,0.0001
11108,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.2,,True,500000,0.0001
11109,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.2,,True,500000,0.0001
11110,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.2,,True,500000,0.0001
11111,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.2,,True,500000,0.0001
11112,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.3,,True,500000,0.0001
11113,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.3,,True,500000,0.0001
11114,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.3,,True,500000,0.0001
11115,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.3,,True,500000,0.0001
11116,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.3,,True,500000,0.0001
11117,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.3,,True,500000,0.0001
11118,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.4,,True,500000,0.0001
11119,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.4,,True,500000,0.0001
11120,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.4,,True,500000,0.0001
11121,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.4,,True,500000,0.0001
11122,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.4,,True,500000,0.0001
11123,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.4,,True,500000,0.0001
11124,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.5,,True,500000,0.0001
11125,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.5,,True,500000,0.0001
11126,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.5,,True,500000,0.0001
11127,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.5,,True,500000,0.0001
11128,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.5,,True,500000,0.0001
11129,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.5,,True,500000,0.0001
11130,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,1.75,,True,500000,0.0001
11131,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,1.75,,True,500000,0.0001
11132,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,1.75,,True,500000,0.0001
11133,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,1.75,,True,500000,0.0001
11134,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,1.75,,True,500000,0.0001
11135,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,1.75,,True,500000,0.0001
11136,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.003,,2.0,,True,500000,0.0001
11137,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.003,,2.0,,True,500000,0.0001
11138,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.003,,2.0,,True,500000,0.0001
11139,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.003,,2.0,,True,500000,0.0001
11140,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.003,,2.0,,True,500000,0.0001
11141,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.003,,2.0,,True,500000,0.0001
11142,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.05,,True,500000,0.0001
11143,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.05,,True,500000,0.0001
11144,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.05,,True,500000,0.0001
11145,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.05,,True,500000,0.0001
11146,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.05,,True,500000,0.0001
11147,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.05,,True,500000,0.0001
11148,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.1,,True,500000,0.0001
11149,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.1,,True,500000,0.0001
11150,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.1,,True,500000,0.0001
11151,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.1,,True,500000,0.0001
11152,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.1,,True,500000,0.0001
11153,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.1,,True,500000,0.0001
11154,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.15,,True,500000,0.0001
11155,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.15,,True,500000,0.0001
11156,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.15,,True,500000,0.0001
11157,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.15,,True,500000,0.0001
11158,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.15,,True,500000,0.0001
11159,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.15,,True,500000,0.0001
11160,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.2,,True,500000,0.0001
11161,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.2,,True,500000,0.0001
11162,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.2,,True,500000,0.0001
11163,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.2,,True,500000,0.0001
11164,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.2,,True,500000,0.0001
11165,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.2,,True,500000,0.0001
11166,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.3,,True,500000,0.0001
11167,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.3,,True,500000,0.0001
11168,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.3,,True,500000,0.0001
11169,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.3,,True,500000,0.0001
11170,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.3,,True,500000,0.0001
11171,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.3,,True,500000,0.0001
11172,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.4,,True,500000,0.0001
11173,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.4,,True,500000,0.0001
11174,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.4,,True,500000,0.0001
11175,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.4,,True,500000,0.0001
11176,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.4,,True,500000,0.0001
11177,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.4,,True,500000,0.0001
11178,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.5,,True,500000,0.0001
11179,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.5,,True,500000,0.0001
11180,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.5,,True,500000,0.0001
11181,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.5,,True,500000,0.0001
11182,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.5,,True,500000,0.0001
11183,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.5,,True,500000,0.0001
11184,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,1.75,,True,500000,0.0001
11185,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,1.75,,True,500000,0.0001
11186,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,1.75,,True,500000,0.0001
11187,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,1.75,,True,500000,0.0001
11188,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,1.75,,True,500000,0.0001
11189,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,1.75,,True,500000,0.0001
11190,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.01,,2.0,,True,500000,0.0001
11191,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.01,,2.0,,True,500000,0.0001
11192,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.01,,2.0,,True,500000,0.0001
11193,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.01,,2.0,,True,500000,0.0001
11194,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.01,,2.0,,True,500000,0.0001
11195,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.01,,2.0,,True,500000,0.0001
11196,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.05,,True,500000,0.0001
11197,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.05,,True,500000,0.0001
11198,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.05,,True,500000,0.0001
11199,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.05,,True,500000,0.0001
11200,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.05,,True,500000,0.0001
11201,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.05,,True,500000,0.0001
11202,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.1,,True,500000,0.0001
11203,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.1,,True,500000,0.0001
11204,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.1,,True,500000,0.0001
11205,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.1,,True,500000,0.0001
11206,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.1,,True,500000,0.0001
11207,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.1,,True,500000,0.0001
11208,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.15,,True,500000,0.0001
11209,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.15,,True,500000,0.0001
11210,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.15,,True,500000,0.0001
11211,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.15,,True,500000,0.0001
11212,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.15,,True,500000,0.0001
11213,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.15,,True,500000,0.0001
11214,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.2,,True,500000,0.0001
11215,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.2,,True,500000,0.0001
11216,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.2,,True,500000,0.0001
11217,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.2,,True,500000,0.0001
11218,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.2,,True,500000,0.0001
11219,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.2,,True,500000,0.0001
11220,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.3,,True,500000,0.0001
11221,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.3,,True,500000,0.0001
11222,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.3,,True,500000,0.0001
11223,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.3,,True,500000,0.0001
11224,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.3,,True,500000,0.0001
11225,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.3,,True,500000,0.0001
11226,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.4,,True,500000,0.0001
11227,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.4,,True,500000,0.0001
11228,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.4,,True,500000,0.0001
11229,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.4,,True,500000,0.0001
11230,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.4,,True,500000,0.0001
11231,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.4,,True,500000,0.0001
11232,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.5,,True,500000,0.0001
11233,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.5,,True,500000,0.0001
11234,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.5,,True,500000,0.0001
11235,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.5,,True,500000,0.0001
11236,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.5,,True,500000,0.0001
11237,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.5,,True,500000,0.0001
11238,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,1.75,,True,500000,0.0001
11239,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,1.75,,True,500000,0.0001
11240,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,1.75,,True,500000,0.0001
11241,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,1.75,,True,500000,0.0001
11242,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,1.75,,True,500000,0.0001
11243,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,1.75,,True,500000,0.0001
11244,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.03,,2.0,,True,500000,0.0001
11245,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.03,,2.0,,True,500000,0.0001
11246,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.03,,2.0,,True,500000,0.0001
11247,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.03,,2.0,,True,500000,0.0001
11248,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.03,,2.0,,True,500000,0.0001
11249,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.03,,2.0,,True,500000,0.0001
11250,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.05,,True,500000,0.0001
11251,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.05,,True,500000,0.0001
11252,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.05,,True,500000,0.0001
11253,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.05,,True,500000,0.0001
11254,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.05,,True,500000,0.0001
11255,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.05,,True,500000,0.0001
11256,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.1,,True,500000,0.0001
11257,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.1,,True,500000,0.0001
11258,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.1,,True,500000,0.0001
11259,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.1,,True,500000,0.0001
11260,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.1,,True,500000,0.0001
11261,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.1,,True,500000,0.0001
11262,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.15,,True,500000,0.0001
11263,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.15,,True,500000,0.0001
11264,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.15,,True,500000,0.0001
11265,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.15,,True,500000,0.0001
11266,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.15,,True,500000,0.0001
11267,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.15,,True,500000,0.0001
11268,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.2,,True,500000,0.0001
11269,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.2,,True,500000,0.0001
11270,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.2,,True,500000,0.0001
11271,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.2,,True,500000,0.0001
11272,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.2,,True,500000,0.0001
11273,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.2,,True,500000,0.0001
11274,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.3,,True,500000,0.0001
11275,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.3,,True,500000,0.0001
11276,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.3,,True,500000,0.0001
11277,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.3,,True,500000,0.0001
11278,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.3,,True,500000,0.0001
11279,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.3,,True,500000,0.0001
11280,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.4,,True,500000,0.0001
11281,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.4,,True,500000,0.0001
11282,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.4,,True,500000,0.0001
11283,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.4,,True,500000,0.0001
11284,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.4,,True,500000,0.0001
