column,family,signal,phase,window,metric,description,unit,dtype,non_null_count,non_null_pct,missing_count,missing_pct,n_unique,is_all_null,is_constant_non_null,is_mostly_missing,is_sparse_or_rare,zero_pct,min,p05,p25,median,p75,p95,max,mean,std,example_values,analysis_role,recommended_for_eda,candidate_model_feature,caution
calendarDate,identity/window metadata,metadata,metadata,not_windowed,calendarDate,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",date,datetime64[us],473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-27 00:00:00; 2023-05-28 00:00:00; 2023-05-29 00:00:00,identifier,False,False,
local_utc_offset_minutes,identity/window metadata,metadata,metadata,not_windowed,local_utc_offset_minutes,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",minutes,int64,473,100.0,0,0.0,7,False,False,False,False,0.0,60.0,60.0,60.0,120.0,120.0,180.0,420.0,108.32980972515857,58.138504699694835,120; 180; 300,identifier,False,False,
local_utc_offset_source,identity/window metadata,metadata,metadata,not_windowed,local_utc_offset_source,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",metadata,str,473,100.0,0,0.0,2,False,False,False,False,,,,,,,,,,,start_end_agree; start_end_disagree_using_start,identifier,False,False,
next_sleep_start_local,identity/window metadata,metadata,metadata,not_windowed,next_sleep_start_local,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,datetime64[ms],473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-28 03:23:00; 2023-05-29 02:35:00; 2023-05-30 02:57:00,identifier,False,False,
next_sleep_start_utc,identity/window metadata,metadata,metadata,not_windowed,next_sleep_start_utc,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,"datetime64[ms, UTC]",473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-28 01:23:00+00:00; 2023-05-29 00:35:00+00:00; 2023-05-30 00:57:00+00:00,identifier,False,False,
sleep_duration_hours,identity/window metadata,metadata,sleep,sleep_phase,sleep_duration_hours,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",hours,float64,473,100.0,0,0.0,297,False,False,False,False,0.0,3.1,5.113333333333333,7.366666666666666,8.55,9.65,11.123333333333331,13.720833333333333,8.436402396053559,1.8242990484993546,7.9; 7.55; 8.817,identifier,False,False,
sleep_end_local,identity/window metadata,metadata,sleep,sleep_phase,sleep_end_local,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,datetime64[ms],473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-27 10:42:00; 2023-05-28 10:55:59; 2023-05-29 11:24:00,identifier,False,False,
sleep_end_utc,identity/window metadata,metadata,sleep,sleep_phase,sleep_end_utc,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,"datetime64[ms, UTC]",473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-27 08:42:00+00:00; 2023-05-28 08:55:59+00:00; 2023-05-29 09:24:00+00:00,identifier,False,False,
sleep_start_local,identity/window metadata,metadata,sleep,sleep_phase,sleep_start_local,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,datetime64[ms],473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-27 02:48:00; 2023-05-28 03:23:00; 2023-05-29 02:35:00,identifier,False,False,
sleep_start_utc,identity/window metadata,metadata,sleep,sleep_phase,sleep_start_utc,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",timestamp,"datetime64[ms, UTC]",473,100.0,0,0.0,473,False,False,False,False,,,,,,,,,,,2023-05-27 00:48:00+00:00; 2023-05-28 01:23:00+00:00; 2023-05-29 00:35:00+00:00,identifier,False,False,
wake_duration_hours,identity/window metadata,metadata,wake,wake_phase,wake_duration_hours,"Identifier, UTC/local semantic-window timestamp, duration, or local offset metadata.",hours,float64,473,100.0,0,0.0,329,False,False,False,False,0.0,7.033333333333333,12.314444444444446,14.433333333333334,15.683333333333334,17.3,64.11999999999998,3830.3,41.53773431994362,218.72750232421092,16.68; 15.65; 15.55,identifier,False,False,
sleep_hr_coverage_fraction,foundation coverage,hr,sleep,sleep_phase,coverage_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,465,False,False,False,False,0.0,0.1386861313868613,0.5984713227142774,0.6519823788546255,0.6883116883116883,0.7183770883054893,0.7587307832832129,0.8373205741626795,0.6825282716538829,0.05974756879739743,0.6477; 0.6446; 0.6578,diagnostic,True,True,
sleep_hr_total_count,foundation coverage,hr,sleep,sleep_phase,total_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,250,False,False,False,False,0.0,76.0,193.6,296.0,353.0,402.0,477.79999999999995,548.0,346.28541226215646,83.48506303011897,307; 292; 349,diagnostic,True,True,
sleep_hr_valid_count,foundation coverage,hr,sleep,sleep_phase,valid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,256,False,False,False,False,0.0,76.0,193.2,295.0,352.0,402.0,477.79999999999995,548.0,346.08245243128965,83.48325634248963,307; 292; 348,diagnostic,True,True,
sleep_stress_coverage_fraction,foundation coverage,stress,sleep,sleep_phase,coverage_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,445,False,False,False,False,0.0,0.1478102189781022,0.8668691313644674,0.9425837320574163,0.9713156029691522,0.988950276243094,0.9983626517991605,1.0,0.9548881455852698,0.06467172094828585,0.9916; 0.9559; 0.9849,diagnostic,True,True,
sleep_stress_nonvalid_count,foundation coverage,stress,sleep,sleep_phase,nonvalid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,78,False,False,False,False,7.822410147991543,0.0,0.0,3.0,11.0,25.0,59.0,106.0,17.613107822410146,19.430485339582095,4; 20; 8,diagnostic,True,True,
sleep_stress_nonvalid_fraction,foundation coverage,stress,sleep,sleep_phase,nonvalid_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,427,False,False,False,False,7.822410147991543,0.0,0.0,0.007434944237918215,0.022821576763485476,0.047839506172839504,0.1086364725617062,0.20866141732283464,0.03508405687440054,0.03827935700078157,0.008439; 0.04415; 0.01512,diagnostic,True,True,
sleep_stress_status_value_count,foundation coverage,stress,sleep,sleep_phase,status_value_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,1,False,True,False,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,diagnostic,True,False,constant among non-null values; sparse or rare-event style feature
sleep_stress_status_value_fraction,foundation coverage,stress,sleep,sleep_phase,status_value_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,1,False,True,False,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,diagnostic,True,False,constant among non-null values; sparse or rare-event style feature
sleep_stress_total_count,foundation coverage,stress,sleep,sleep_phase,total_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,283,False,False,False,False,0.0,88.0,300.8,439.0,506.0,576.0,658.4,821.0,500.3911205073996,110.49336450575458,474; 453; 529,diagnostic,True,True,
sleep_stress_unmeasurable_count,foundation coverage,stress,sleep,sleep_phase,unmeasurable_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,78,False,False,False,False,7.822410147991543,0.0,0.0,3.0,11.0,25.0,59.0,106.0,17.613107822410146,19.430485339582095,4; 20; 8,diagnostic,True,True,
sleep_stress_unmeasurable_fraction,foundation coverage,stress,sleep,sleep_phase,unmeasurable_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,427,False,False,False,False,7.822410147991543,0.0,0.0,0.007434944237918215,0.022821576763485476,0.047839506172839504,0.1086364725617062,0.20866141732283464,0.03508405687440054,0.03827935700078157,0.008439; 0.04415; 0.01512,diagnostic,True,True,
sleep_stress_valid_count,foundation coverage,stress,sleep,sleep_phase,valid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,279,False,False,False,False,0.0,81.0,286.6,420.0,489.0,558.0,635.4,766.0,482.77801268498945,107.56815717643339,470; 433; 521,diagnostic,True,True,
wake_hr_coverage_fraction,foundation coverage,hr,wake,wake_phase,coverage_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,468,False,False,False,False,0.0,0.0019798275156863256,0.2820885033132523,0.8376550169109357,0.8729096989966555,0.8896982310093653,0.9084858258887593,0.9297619047619048,0.7983888101919713,0.19483655553499754,0.8901; 0.771; 0.851,diagnostic,True,True,
wake_hr_total_count,foundation coverage,hr,wake,wake_phase,total_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,316,False,False,False,False,0.0,138.0,584.6,736.0,810.0,897.0,1380.6,7631.0,872.7505285412262,433.41677221875483,891; 732; 794,diagnostic,True,True,
wake_hr_valid_count,foundation coverage,hr,wake,wake_phase,valid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,316,False,False,False,False,0.0,107.0,566.0,736.0,810.0,895.0,1330.5999999999995,7538.0,863.7293868921776,417.25948589047806,891; 724; 794,diagnostic,True,True,
wake_stress_coverage_fraction,foundation coverage,stress,wake,wake_phase,coverage_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,467,False,False,False,False,0.0,0.0015055391657746566,0.2268462860634515,0.6259220231822972,0.7274725274725274,0.8051948051948052,0.9054950590590459,0.9663032705649157,0.6819696898601216,0.1920464924002469,0.6424; 0.607; 0.701,diagnostic,True,True,
wake_stress_nonvalid_count,foundation coverage,stress,wake,wake_phase,nonvalid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,306,False,False,False,False,0.0,28.0,76.0,164.0,233.0,326.0,794.5999999999996,19704.0,372.95137420718817,1073.0739645359586,334; 354; 268,diagnostic,True,True,
wake_stress_nonvalid_fraction,foundation coverage,stress,wake,wake_phase,nonvalid_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,472,False,False,False,False,0.0,0.03369672943508424,0.09116176137452733,0.183187946074544,0.25216450216450215,0.3369098712446352,0.5895994805953272,0.933883586965867,0.27752962149985694,0.1452724663607953,0.3419; 0.3831; 0.2907,diagnostic,True,True,
wake_stress_status_value_count,foundation coverage,stress,wake,wake_phase,status_value_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,1,False,True,False,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,diagnostic,True,False,constant among non-null values; sparse or rare-event style feature
wake_stress_status_value_fraction,foundation coverage,stress,wake,wake_phase,status_value_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,1,False,True,False,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,diagnostic,True,False,constant among non-null values; sparse or rare-event style feature
wake_stress_total_count,foundation coverage,stress,wake,wake_phase,total_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,309,False,False,False,False,0.0,345.0,707.4,838.0,925.0,1020.0,2047.3999999999987,21172.0,1113.6849894291754,1227.983768394617,977; 924; 922,diagnostic,True,True,
wake_stress_unmeasurable_count,foundation coverage,stress,wake,wake_phase,unmeasurable_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,306,False,False,False,False,0.0,28.0,76.0,164.0,233.0,326.0,794.5999999999996,19704.0,372.95137420718817,1073.0739645359586,334; 354; 268,diagnostic,True,True,
wake_stress_unmeasurable_fraction,foundation coverage,stress,wake,wake_phase,unmeasurable_fraction,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",fraction 0..1,float64,473,100.0,0,0.0,472,False,False,False,False,0.0,0.03369672943508424,0.09116176137452733,0.183187946074544,0.25216450216450215,0.3369098712446352,0.5895994805953272,0.933883586965867,0.27752962149985694,0.1452724663607953,0.3419; 0.3831; 0.2907,diagnostic,True,True,
wake_stress_valid_count,foundation coverage,stress,wake,wake_phase,valid_count,"Packet 02 baseline count, coverage, or stress status diagnostic carried into the feature library.",count,int64,473,100.0,0,0.0,337,False,False,False,False,0.0,105.0,391.0,606.0,690.0,791.0,1092.9999999999995,7282.0,740.7336152219873,408.6957143979717,643; 570; 654,diagnostic,True,True,
sleep_hr_coefficient_of_variation,distribution/shape,hr,sleep,sleep_phase,coefficient_of_variation,coefficient of variation for hr in sleep.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,0.04633667035311954,0.08017168545896823,0.09691190069827905,0.10843288043862236,0.12306460795807699,0.14607850380292267,0.2628741400322448,0.11049757790908057,0.021711835825407477,0.08601; 0.1421; 0.1209,feature,True,True,
sleep_hr_histogram_entropy,distribution/shape,hr,sleep,sleep_phase,histogram_entropy,Distribution entropy over fixed maximum-heart-rate zone bins derived from the configured max HR.,bits,float64,473,100.0,0,0.0,21,False,False,False,True,95.77167019027483,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5127951990577375,0.0036143422305943734,0.03161210106985684,-0; 0.0284; 0.03894,feature,True,True,sparse or rare-event style feature
sleep_hr_iqr,distribution/shape,hr,sleep,sleep_phase,iqr,iqr for hr in sleep.,bpm,float64,473,100.0,0,0.0,27,False,False,False,False,0.0,3.0,5.0,6.0,7.0,8.0,11.0,17.0,7.273784355179704,1.9708740326160443,5; 7; 6,feature,True,True,
sleep_hr_kurtosis,distribution/shape,hr,sleep,sleep_phase,kurtosis,kurtosis for hr in sleep.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,-1.068969681013388,-0.380549647932849,0.4302939249014499,1.1913930725586357,2.861703622380468,7.471151324715596,20.589743446288644,2.1178327407583404,2.8256535226513533,1.216; 8.716; 14.65,feature,True,True,
sleep_hr_mad,distribution/shape,hr,sleep,sleep_phase,mad,mad for hr in sleep.,bpm,float64,473,100.0,0,0.0,10,False,False,False,False,0.0,2.0,2.0,3.0,3.0,4.0,5.0,7.5,3.4873150105708244,0.9583547058401561,3; 2; 4.5,feature,True,True,
sleep_hr_max,distribution/shape,hr,sleep,sleep_phase,max,max for hr in sleep.,bpm,float64,473,100.0,0,0.0,46,False,False,False,False,0.0,56.0,64.0,69.0,74.0,81.0,94.0,120.0,76.1754756871036,9.560803030260947,67; 90; 96,feature,True,True,
sleep_hr_mean,distribution/shape,hr,sleep,sleep_phase,mean,mean for hr in sleep.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,42.415162454873645,46.1093978250284,48.83388704318937,51.23218997361477,53.59615384615385,58.44018164998738,78.72448979591837,51.65749491598816,4.1312227417237954,48.87; 49.35; 48.18,feature,True,True,
sleep_hr_median,distribution/shape,hr,sleep,sleep_phase,median,median for hr in sleep.,bpm,float64,473,100.0,0,0.0,33,False,False,False,False,0.0,42.0,45.0,48.0,50.0,53.0,57.0,75.0,50.63742071881607,4.126582636564968,48; 47; 45,feature,True,True,
sleep_hr_min,distribution/shape,hr,sleep,sleep_phase,min,min for hr in sleep.,bpm,float64,473,100.0,0,0.0,23,False,False,False,False,0.0,34.0,38.0,40.0,42.0,44.0,47.39999999999998,66.0,42.15644820295983,3.4292680180316406,41; 40; 39,feature,True,True,
sleep_hr_p05,distribution/shape,hr,sleep,sleep_phase,p05,p05 for hr in sleep.,bpm,float64,473,100.0,0,0.0,49,False,False,False,False,0.0,36.0,39.7,42.0,44.0,46.0,50.0,67.0,44.460359408033824,3.628650160182264,43; 42; 40,feature,True,True,
sleep_hr_p10,distribution/shape,hr,sleep,sleep_phase,p10,p10 for hr in sleep.,bpm,float64,473,100.0,0,0.0,41,False,False,False,False,0.0,37.0,40.0,43.0,45.0,47.0,51.0,68.5,45.418816067653275,3.7180044594744723,44; 43; 41,feature,True,True,
sleep_hr_p25,distribution/shape,hr,sleep,sleep_phase,p25,p25 for hr in sleep.,bpm,float64,473,100.0,0,0.0,35,False,False,False,False,0.0,39.0,42.0,45.0,47.0,49.0,54.0,71.0,47.48097251585624,3.865799451175348,46; 45; 44,feature,True,True,
sleep_hr_p75,distribution/shape,hr,sleep,sleep_phase,p75,p75 for hr in sleep.,bpm,float64,473,100.0,0,0.0,42,False,False,False,False,0.0,45.0,49.0,52.0,54.0,57.0,63.0,84.0,54.754756871035944,4.621778758700667,51; 52; 50,feature,True,True,
sleep_hr_p90,distribution/shape,hr,sleep,sleep_phase,p90,p90 for hr in sleep.,bpm,float64,473,100.0,0,0.0,81,False,False,False,False,0.0,47.0,53.0,56.0,58.400000000000034,62.0,68.0,96.0,59.186680761099375,5.140155328884845,55; 57; 56,feature,True,True,
sleep_hr_p95,distribution/shape,hr,sleep,sleep_phase,p95,p95 for hr in sleep.,bpm,float64,473,100.0,0,0.0,131,False,False,False,False,0.0,50.0,55.0,59.0,61.44999999999999,65.0,72.0,101.5,62.22241014799154,5.7013819126055205,57; 60; 57.65,feature,True,True,
sleep_hr_range,distribution/shape,hr,sleep,sleep_phase,range,range for hr in sleep.,bpm,float64,473,100.0,0,0.0,48,False,False,False,False,0.0,17.0,23.0,28.0,32.0,39.0,51.0,71.0,34.01902748414376,8.918094387865185,26; 50; 55,feature,True,True,
sleep_hr_skewness,distribution/shape,hr,sleep,sleep_phase,skewness,skewness for hr in sleep.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,-0.026789996801687126,0.402556219011804,0.7699882579558992,0.9986266784342757,1.3481811854879162,2.071364380653606,3.655877667501346,1.1007208204190855,0.5251287951513888,0.9825; 2.366; 2.744,feature,True,True,
sleep_hr_std,distribution/shape,hr,sleep,sleep_phase,std,std for hr in sleep.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,2.665206167323028,4.07500838123102,4.893147634388369,5.490761875607532,6.415217365796385,7.832431985950632,15.387496487893662,5.712400900762034,1.2636918510572843,4.203; 7.014; 5.824,feature,True,True,
sleep_hr_trimmed_mean,distribution/shape,hr,sleep,sleep_phase,trimmed_mean,trimmed mean for hr in sleep.,bpm,float64,473,100.0,0,0.0,472,False,False,False,False,0.0,42.08071748878924,45.58025655976676,48.29042904290429,50.73029045643153,53.101190476190474,57.97421686746988,77.38216560509554,51.10059394829668,4.1216338341597645,48.46; 48.36; 47.35,feature,True,True,
sleep_stress_coefficient_of_variation,distribution/shape,stress,sleep,sleep_phase,coefficient_of_variation,coefficient of variation for stress in sleep.,stress points,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,0.2067642966051624,0.4106285900056396,0.5736029179726693,0.6965008883929991,0.8557552815599649,1.1004593999879448,1.4543981593549176,0.7220423867918058,0.21388892047128388,1.119; 1.086; 1.059,feature,True,True,
sleep_stress_histogram_entropy,distribution/shape,stress,sleep,sleep_phase,histogram_entropy,Distribution entropy over fixed Garmin-like stress-state bins across valid stress values from 0 to 100.,bits,float64,473,100.0,0,0.0,468,False,False,False,False,1.0570824524312896,-0.0,0.06487279447085693,0.218540675917055,0.4128398530420611,0.7196962778434154,1.167090701130628,1.741143490301878,0.5053820915672858,0.36417018396042544,0.09268; 0.348; 0.281,feature,True,True,
sleep_stress_iqr,distribution/shape,stress,sleep,sleep_phase,iqr,iqr for stress in sleep.,stress points,float64,473,100.0,0,0.0,48,False,False,False,False,0.0,4.0,6.0,9.0,11.0,13.0,18.0,37.5,11.263742071881607,4.279396698438493,7; 11; 10,feature,True,True,
sleep_stress_kurtosis,distribution/shape,stress,sleep,sleep_phase,kurtosis,kurtosis for stress in sleep.,stress points,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,-1.346535220655059,-0.12710912940159255,1.9469944112146114,3.9884086337317495,6.872006077859783,16.45080755010927,43.92848907994528,5.45108225462322,5.532413826729391,8.291; 14.97; 4.379,feature,True,True,
sleep_stress_mad,distribution/shape,stress,sleep,sleep_phase,mad,mad for stress in sleep.,stress points,float64,473,100.0,0,0.0,21,False,False,False,False,0.0,1.0,3.0,4.0,5.0,6.0,8.0,17.5,5.283298097251586,1.9300878262002157,3; 6; 5,feature,True,True,
sleep_stress_max,distribution/shape,stress,sleep,sleep_phase,max,max for stress in sleep.,stress points,float64,473,100.0,0,0.0,73,False,False,False,False,0.0,19.0,36.0,53.0,66.0,75.0,89.0,97.0,64.03594080338266,15.929043839651657,51; 89; 54,feature,True,True,
sleep_stress_mean,distribution/shape,stress,sleep,sleep_phase,mean,mean for stress in sleep.,stress points,float64,473,100.0,0,0.0,472,False,False,False,False,0.0,3.246520874751491,6.44779147126186,10.151898734177216,13.333333333333334,17.805785123966942,24.190650648914126,57.12189054726368,14.551721539600434,6.565919114818763,5.536; 9.316; 7.866,feature,True,True,
sleep_stress_median,distribution/shape,stress,sleep,sleep_phase,median,median for stress in sleep.,stress points,float64,473,100.0,0,0.0,41,False,False,False,False,0.0,1.0,4.0,8.5,12.0,16.0,22.0,59.5,12.608879492600423,6.468110537410998,4; 7; 6,feature,True,True,
sleep_stress_min,distribution/shape,stress,sleep,sleep_phase,min,min for stress in sleep.,stress points,float64,473,100.0,0,0.0,17,False,False,False,False,43.76321353065539,0.0,0.0,0.0,1.0,2.0,7.0,27.0,1.6469344608879493,2.8006485412344366,0; 1; 5,feature,True,True,
sleep_stress_p05,distribution/shape,stress,sleep,sleep_phase,p05,p05 for stress in sleep.,stress points,float64,473,100.0,0,0.0,50,False,False,False,False,14.587737843551796,0.0,0.0,1.0,2.0,5.0,11.0,30.0,3.6192389006342496,3.98393972621083,0; 1; 3,feature,True,True,
sleep_stress_p10,distribution/shape,stress,sleep,sleep_phase,p10,p10 for stress in sleep.,stress points,float64,473,100.0,0,0.0,38,False,False,False,False,7.6109936575052854,0.0,0.0,1.0,4.0,7.0,12.699999999999989,31.0,4.74186046511628,4.433418918171082,0; 2; 1,feature,True,True,
sleep_stress_p25,distribution/shape,stress,sleep,sleep_phase,p25,p25 for stress in sleep.,stress points,float64,473,100.0,0,0.0,41,False,False,False,False,1.0570824524312896,0.0,1.0,4.0,7.0,11.0,16.0,42.0,7.715116279069767,5.458240355387151,1; 2; 5,feature,True,True,
sleep_stress_p75,distribution/shape,stress,sleep,sleep_phase,p75,p75 for stress in sleep.,stress points,float64,473,100.0,0,0.0,56,False,False,False,False,0.0,5.0,9.0,14.0,18.0,22.0,31.0,72.0,18.978858350951374,7.914118647133619,8; 13; 11,feature,True,True,
sleep_stress_p90,distribution/shape,stress,sleep,sleep_phase,p90,p90 for stress in sleep.,stress points,float64,473,100.0,0,0.0,105,False,False,False,False,0.0,9.0,15.0,19.0,23.69999999999999,30.0,46.47999999999997,81.0,26.24334038054968,10.401445411245799,14; 19; 16,feature,True,True,
sleep_stress_p95,distribution/shape,stress,sleep,sleep_phase,p95,p95 for stress in sleep.,stress points,float64,473,100.0,0,0.0,197,False,False,False,False,0.0,11.0,18.0,23.0,29.0,38.64999999999998,57.039999999999985,84.0,32.09915433403804,12.708135236438013,17; 26; 25,feature,True,True,
sleep_stress_range,distribution/shape,stress,sleep,sleep_phase,range,range for stress in sleep.,stress points,float64,473,100.0,0,0.0,73,False,False,False,False,0.0,19.0,34.6,52.0,64.0,74.0,86.39999999999998,97.0,62.38900634249472,15.399982347603963,51; 89; 54,feature,True,True,
sleep_stress_skewness,distribution/shape,stress,sleep,sleep_phase,skewness,skewness for stress in sleep.,stress points,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,-0.19134711859130807,0.6583150984158027,1.155713839534269,1.5875015964154058,2.0341340707580313,3.0208246342352396,5.124248502716271,1.6712046503842053,0.7483664636304844,2.184; 2.922; 1.805,feature,True,True,
sleep_stress_std,distribution/shape,stress,sleep,sleep_phase,std,std for stress in sleep.,stress points,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,3.885393816897755,5.985512506662595,7.365727774693012,8.75699063711515,11.3711337800348,15.835399297234849,21.234895902725587,9.620712941784479,3.08878260266815,6.194; 10.12; 8.329,feature,True,True,
sleep_stress_trimmed_mean,distribution/shape,stress,sleep,sleep_phase,trimmed_mean,trimmed mean for stress in sleep.,stress points,float64,473,100.0,0,0.0,472,False,False,False,False,0.0,2.5583126550868487,5.347309783850477,9.138823529411765,12.279778393351801,16.37772397094431,22.637253063837562,57.267080745341616,13.361945013105231,6.447039935425563,4.511; 7.813; 6.47,feature,True,True,
wake_hr_coefficient_of_variation,distribution/shape,hr,wake,wake_phase,coefficient_of_variation,coefficient of variation for hr in wake.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,0.09605808971102214,0.12710292156477573,0.16601650787426972,0.18980880589831492,0.21867806994347752,0.2580375785061594,0.32221442160867947,0.19218466002406623,0.04007778934302674,0.224; 0.2836; 0.2548,feature,True,True,
wake_hr_histogram_entropy,distribution/shape,hr,wake,wake_phase,histogram_entropy,Distribution entropy over fixed maximum-heart-rate zone bins derived from the configured max HR.,bits,float64,473,100.0,0,0.0,468,False,False,False,False,1.0570824524312896,-0.0,0.08734084092152682,0.34135141839119687,0.582803220546582,0.8538820104478984,1.230867137247435,2.102719125897853,0.6137399929880454,0.35659320499507,0.8392; 1.058; 0.5694,feature,True,True,
wake_hr_iqr,distribution/shape,hr,wake,wake_phase,iqr,iqr for hr in wake.,bpm,float64,473,100.0,0,0.0,62,False,False,False,False,0.0,6.0,11.0,15.0,18.0,22.0,29.0,43.0,18.88477801268499,5.428074854026233,24; 33.25; 21,feature,True,True,
wake_hr_kurtosis,distribution/shape,hr,wake,wake_phase,kurtosis,kurtosis for hr in wake.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,-0.9513948562925423,-0.5735863787801033,0.09433556367776585,0.8166336349930856,1.9007471237846953,4.338638940360862,7.164857936687852,1.1581723913162878,1.4733656141518328,1.042; 1.215; 0.2552,feature,True,True,
wake_hr_mad,distribution/shape,hr,wake,wake_phase,mad,mad for hr in wake.,bpm,float64,473,100.0,0,0.0,24,False,False,False,False,0.0,3.0,6.0,7.0,9.0,11.0,14.0,22.0,9.079281183932347,2.638460437276847,11; 16.5; 10.5,feature,True,True,
wake_hr_max,distribution/shape,hr,wake,wake_phase,max,max for hr in wake.,bpm,float64,473,100.0,0,0.0,87,False,False,False,False,0.0,85.0,104.6,122.0,136.0,150.0,166.0,183.0,135.73784355179703,19.219742569572574,160; 176; 121,feature,True,True,
wake_hr_mean,distribution/shape,hr,wake,wake_phase,mean,mean for hr in wake.,bpm,float64,473,100.0,0,0.0,473,False,False,False,False,0.0,56.89219330855018,66.03150463595914,71.50574712643679,77.0398773006135,82.61563517915309,89.80394450944341,112.24971231300346,77.21560995647707,7.510783694010557,79.44; 79.26; 69.78,feature,True,True,
wake_hr_median,distribution/shape,hr,wake,wake_phase,median,median for hr in wake.,bpm,float64,473,100.0,0,0.0,49,False,False,False,False,0.0,56.0,63.0,69.0,75.0,81.0,88.0,111.0,75.02325581395348,7.953384826792814,76; 75.5; 65,feature,True,True,
