feature_set,feature_order,feature,source,dtype,non_null_count,missing_pct,modeling_non_null_count,modeling_missing_pct,family,phase,window,metric,candidate_model_feature,aggregate_review_group,included_in_aggregate_plus_monitoring_full
monitoring_full_wake_pre_sleep,9,wake_hr_p10,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p10,True,,True
monitoring_full_wake_pre_sleep,10,wake_hr_p25,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p25,True,,True
monitoring_full_wake_pre_sleep,11,wake_hr_p75,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p75,True,,True
monitoring_full_wake_pre_sleep,12,wake_hr_p90,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p90,True,,True
monitoring_full_wake_pre_sleep,13,wake_hr_range,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,range,True,,True
monitoring_full_wake_pre_sleep,14,wake_hr_skewness,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,skewness,True,,True
monitoring_full_wake_pre_sleep,15,wake_hr_std,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,std,True,,True
monitoring_full_wake_pre_sleep,16,wake_stress_histogram_entropy,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,histogram_entropy,True,,True
monitoring_full_wake_pre_sleep,17,wake_stress_iqr,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,iqr,True,,True
monitoring_full_wake_pre_sleep,18,wake_stress_kurtosis,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,kurtosis,True,,True
monitoring_full_wake_pre_sleep,19,wake_stress_mad,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,mad,True,,True
monitoring_full_wake_pre_sleep,20,wake_stress_max,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,max,True,,True
monitoring_full_wake_pre_sleep,21,wake_stress_mean,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,mean,True,,True
monitoring_full_wake_pre_sleep,22,wake_stress_median,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,median,True,,True
monitoring_full_wake_pre_sleep,23,wake_stress_min,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,min,True,,True
monitoring_full_wake_pre_sleep,24,wake_stress_p10,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p10,True,,True
monitoring_full_wake_pre_sleep,25,wake_stress_p25,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p25,True,,True
monitoring_full_wake_pre_sleep,26,wake_stress_p75,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p75,True,,True
monitoring_full_wake_pre_sleep,27,wake_stress_p90,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,p90,True,,True
monitoring_full_wake_pre_sleep,28,wake_stress_range,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,range,True,,True
monitoring_full_wake_pre_sleep,29,wake_stress_skewness,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,skewness,True,,True
monitoring_full_wake_pre_sleep,30,wake_stress_std,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,distribution/shape,wake,wake_phase,std,True,,True
monitoring_full_wake_pre_sleep,31,wake_stress_frac_active,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,stress state fractions,wake,wake_phase,frac_active,True,,True
monitoring_full_wake_pre_sleep,32,wake_stress_frac_high,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,stress state fractions,wake,wake_phase,frac_high,True,,True
monitoring_full_wake_pre_sleep,33,wake_stress_frac_low,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,stress state fractions,wake,wake_phase,frac_low,True,,True
monitoring_full_wake_pre_sleep,34,wake_stress_frac_medium,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,stress state fractions,wake,wake_phase,frac_medium,True,,True
monitoring_full_wake_pre_sleep,35,wake_stress_frac_resting,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,stress state fractions,wake,wake_phase,frac_resting,True,,True
monitoring_full_wake_pre_sleep,36,wake_hr_frac_below_zone1,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_below_zone1,True,,True
monitoring_full_wake_pre_sleep,37,wake_hr_frac_zone1,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_zone1,True,,True
monitoring_full_wake_pre_sleep,38,wake_hr_frac_zone2,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_zone2,True,,True
monitoring_full_wake_pre_sleep,39,wake_hr_frac_zone3,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_zone3,True,,True
monitoring_full_wake_pre_sleep,40,wake_hr_frac_zone4,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_zone4,True,,True
monitoring_full_wake_pre_sleep,41,wake_hr_frac_zone5,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,HR MHR zones,wake,wake_phase,frac_zone5,True,,True
monitoring_full_wake_pre_sleep,42,wake_hr_max_abs_jump,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,max_abs_jump,True,,True
monitoring_full_wake_pre_sleep,43,wake_hr_mean_abs_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,mean_abs_diff,True,,True
monitoring_full_wake_pre_sleep,44,wake_hr_median_abs_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,median_abs_diff,True,,True
monitoring_full_wake_pre_sleep,45,wake_hr_roughness,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,roughness,True,,True
monitoring_full_wake_pre_sleep,46,wake_hr_std_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,std_diff,True,,True
monitoring_full_wake_pre_sleep,47,wake_stress_max_abs_jump,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,max_abs_jump,True,,True
monitoring_full_wake_pre_sleep,48,wake_stress_mean_abs_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,mean_abs_diff,True,,True
monitoring_full_wake_pre_sleep,49,wake_stress_median_abs_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,median_abs_diff,True,,True
monitoring_full_wake_pre_sleep,50,wake_stress_roughness,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,roughness,True,,True
monitoring_full_wake_pre_sleep,51,wake_stress_std_diff,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,variability/gaps,wake,wake_phase,std_diff,True,,True
monitoring_full_wake_pre_sleep,52,wake_hr_zone2_plus_episode_count,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,episodes/state structure,wake,wake_phase,zone2_plus_episode_count,True,,True
monitoring_full_wake_pre_sleep,53,wake_hr_zone2_plus_fragmentation_index,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,episodes/state structure,wake,wake_phase,zone2_plus_fragmentation_index,True,,True
monitoring_full_wake_pre_sleep,54,wake_hr_zone2_plus_has_event,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,episodes/state structure,wake,wake_phase,zone2_plus_has_event,True,,True
monitoring_full_wake_pre_sleep,55,wake_hr_zone2_plus_max_duration_minutes,monitoring full v0 catalog,float64,557,5.432937181663837,472,0.0,episodes/state structure,wake,wake_phase,zone2_plus_max_duration_minutes,True,,True
