column,dtype,non_null_count,non_null_pct,missing_count,missing_pct,n_unique,is_constant,zero_pct,first_non_null_date,last_non_null_date,coverage_span_days,coverage_within_span_pct,example_values,min,p05,p25,median,p75,p95,max,mean,std,inferred_unit,inferred_group,notes,used_in_quality,used_in_eda,candidate_model_feature,analysis_priority
bodyBatteryStat_MOSTRECENT_bodyBatteryStatus,str,548,94.48275862068965,32,5.517241379310345,3,False,,2023-05-26,2026-02-05,987,94.48275862068965,"[""MEASURED"", ""MODELED"", ""RESET""]",,,,,,,,,,,body_battery,,False,True,True,medium
bodyBatteryStat_MOSTRECENT_statTimestamp,str,548,94.48275862068965,32,5.517241379310345,548,False,,2023-05-26,2026-02-05,987,94.48275862068965,"[""2023-05-26T22:00:00.0"", ""2023-05-27T22:00:00.0"", ""2023-05-28T22:00:00.0"", ""2023-05-29T22:00:00.0"", ""2023-05-30T22:00:00.0""]",,,,,,,,,,datetime,body_battery,ISO datetime string,False,True,True,medium
bodyBatteryStat_SLEEPEND,Int64,167,28.793103448275865,413,71.20689655172414,52,False,0.0,2024-11-17,2026-02-05,446,77.31481481481481,"[77, 83, 89, 56, 75]",16.0,46.3,75.0,89.0,100.0,100.0,100.0,83.74251497005989,18.051453925308778,,body_battery,,False,True,True,medium
bodyBatteryStat_SLEEPEND_bodyBatteryStatus,str,167,28.793103448275865,413,71.20689655172414,1,True,,2024-11-17,2026-02-05,446,77.31481481481481,"[""MEASURED""]",,,,,,,,,,,body_battery,,False,True,True,medium
bodyBatteryStat_SLEEPEND_statTimestamp,str,167,28.793103448275865,413,71.20689655172414,167,False,,2024-11-17,2026-02-05,446,77.31481481481481,"[""2024-11-17T11:34:00.0"", ""2024-11-18T07:51:00.0"", ""2024-11-19T07:46:00.0"", ""2024-11-20T12:32:00.0"", ""2024-11-21T11:47:00.0""]",,,,,,,,,,datetime,body_battery,ISO datetime string,False,True,True,medium
bodyBatteryStat_SLEEPSTART,Int64,173,29.82758620689655,407,70.17241379310344,28,False,0.0,2024-06-21,2026-02-05,595,74.2489270386266,"[20, 5, 25, 22, 10]",5.0,5.0,5.0,9.0,18.0,27.400000000000006,44.0,11.92485549132948,8.203807653039265,,body_battery,,False,True,True,medium
bodyBatteryStat_SLEEPSTART_bodyBatteryStatus,str,173,29.82758620689655,407,70.17241379310344,1,True,,2024-06-21,2026-02-05,595,74.2489270386266,"[""MEASURED""]",,,,,,,,,,,body_battery,,False,True,True,medium
bodyBatteryStat_SLEEPSTART_statTimestamp,str,173,29.82758620689655,407,70.17241379310344,173,False,,2024-06-21,2026-02-05,595,74.2489270386266,"[""2024-06-20T23:16:00.0"", ""2024-08-08T21:12:00.0"", ""2024-08-09T23:39:00.0"", ""2024-08-10T23:51:00.0"", ""2024-08-11T21:41:00.0""]",,,,,,,,,,datetime,body_battery,ISO datetime string,False,True,True,medium
bodyBatteryStat_STARTOFDAY,Int64,548,94.48275862068965,32,5.517241379310345,64,False,0.0,2023-05-26,2026-02-05,987,94.48275862068965,"[66, 36, 22, 19, 35]",5.0,5.0,8.0,17.0,26.0,52.0,87.0,19.94890510948905,15.329445524177668,,body_battery,,False,True,True,medium
bodyBatteryStat_STARTOFDAY_bodyBatteryStatus,str,548,94.48275862068965,32,5.517241379310345,3,False,,2023-05-26,2026-02-05,987,94.48275862068965,"[""RESET"", ""MEASURED"", ""MODELED""]",,,,,,,,,,,body_battery,,False,True,True,medium
bodyBatteryStat_STARTOFDAY_statTimestamp,str,548,94.48275862068965,32,5.517241379310345,548,False,,2023-05-26,2026-02-05,987,94.48275862068965,"[""2023-05-26T15:43:00.0"", ""2023-05-26T22:01:00.0"", ""2023-05-27T22:01:00.0"", ""2023-05-28T22:01:00.0"", ""2023-05-29T22:01:00.0""]",,,,,,,,,,datetime,body_battery,ISO datetime string,False,True,True,medium
bodyBattery_bodyBatteryVersion,Int64,549,94.6551724137931,31,5.344827586206897,1,True,0.0,2023-05-26,2026-02-05,987,94.6551724137931,[2],2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,body_battery,,False,True,True,medium
bodyBattery_chargedValue,Int64,547,94.3103448275862,33,5.689655172413794,84,False,7.312614259597806,2023-05-26,2026-02-05,987,94.3103448275862,"[4, 65, 85, 84, 66]",0.0,0.0,53.0,70.0,79.0,90.69999999999993,99.0,61.857404021937846,25.208975577337764,percent,body_battery,,False,True,True,medium
bodyBattery_drainedValue,Int64,547,94.3103448275862,33,5.689655172413794,90,False,1.0968921389396709,2023-05-26,2026-02-05,987,94.3103448275862,"[34, 79, 88, 68, 77]",0.0,14.3,51.0,68.0,79.0,89.0,98.0,62.30530164533821,22.24752587903908,percent,body_battery,,False,True,True,medium
currentDayRestingHeartRate,Int64,543,93.62068965517241,37,6.379310344827586,23,False,0.0,2023-05-26,2026-02-05,987,93.62068965517241,"[63, 44, 43, 40, 42]",36.0,39.0,43.0,45.0,47.0,51.0,86.0,45.033149171270715,4.117598652395437,bpm,heart_rate,,False,True,True,medium
dailyStepGoal,Int64,580,100.0,0,0.0,324,False,0.0,2023-05-26,2026-02-05,987,100.0,"[7500, 8000, 8540, 7810, 7190]",3120.0,4919.5,6200.0,7690.0,8717.5,10973.499999999996,13470.0,7628.793103448276,1904.8012036728842,,other,,False,True,False,low
durationInMilliseconds,Int64,580,100.0,0,0.0,43,False,0.0,2023-05-26,2026-02-05,987,100.0,"[86400000, 80580000, 73860000, 63420000, 35520000]",18240000.0,73806000.0,86400000.0,86400000.0,86400000.0,86400000.0,90000000.0,84320379.31034483,9306771.089453543,Milliseconds,other,,False,True,False,low
floorsAscendedInMeters,Float64,580,100.0,0,0.0,393,False,22.06896551724138,2023-05-26,2026-02-05,987,100.0,"[0.0, 72.336, 10.617, 73.152, 25.298]",0.0,0.0,3.0772500000000003,25.137,44.661,90.83734999999993,1099.285,34.24733793103449,61.97497538625893,Meters,steps_distance,,False,True,True,medium
floorsDescendedInMeters,Float64,580,100.0,0,0.0,451,False,22.413793103448278,2023-05-26,2026-02-05,987,100.0,"[0.0, 63.324, 11.024, 89.929, 17.887]",0.0,0.0,2.5540000000000003,23.237499999999997,42.78575,83.7494999999999,1117.692,32.54636896551724,62.933506753767475,Meters,steps_distance,,False,True,True,medium
highlyActiveSeconds,Int64,580,100.0,0,0.0,422,False,6.896551724137931,2023-05-26,2026-02-05,987,100.0,"[797, 5638, 2700, 3993, 1751]",0.0,0.0,89.75,350.5,1264.5,3311.6999999999985,6664.0,848.8948275862069,1153.064052482304,Seconds,other,,False,True,False,low
hydration_activityIntakeInML,Int64,254,43.79310344827586,326,56.20689655172414,1,True,100.0,2023-05-26,2026-01-31,982,44.173913043478265,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mL,hydration,,False,True,True,low
hydration_adjustedGoalInML,Float64,254,43.79310344827586,326,56.20689655172414,183,False,0.0,2023-05-26,2026-01-31,982,44.173913043478265,"[2847.056, 3691.0, 3101.0, 3863.0, 3674.0]",2840.0,2901.0,2949.25,3003.0,3115.25,3543.7499999999995,5808.0,3094.299433070866,299.968493506664,mL,hydration,,False,True,True,low
hydration_capped,boolean,254,43.79310344827586,326,56.20689655172414,1,True,,2023-05-26,2026-01-31,982,44.173913043478265,[false],,,,,,,,,,,hydration,,False,True,True,low
hydration_goalInML,Float64,254,43.79310344827586,326,56.20689655172414,2,False,0.0,2023-05-26,2026-01-31,982,44.173913043478265,"[2839.056, 2840.0]",2839.056,2840.0,2840.0,2840.0,2840.0,2840.0,2840.0,2839.9962834645667,0.05923182800503962,mL,hydration,,False,True,True,low
hydration_lastEntryTimestampLocal,str,254,43.79310344827586,326,56.20689655172414,254,False,,2023-05-26,2026-01-31,982,44.173913043478265,"[""2023-05-26T17:50:43.0"", ""2023-05-27T17:07:24.0"", ""2023-05-28T18:34:30.0"", ""2023-05-29T14:41:56.0"", ""2023-05-31T21:35:59.0""]",,,,,,,,,,datetime,hydration,ISO datetime string,False,True,True,low
hydration_sweatLossInML,Int64,254,43.79310344827586,326,56.20689655172414,183,False,0.7874015748031495,2023-05-26,2026-01-31,982,44.173913043478265,"[8, 851, 261, 1023, 834]",0.0,61.0,109.25,163.0,275.25,703.7499999999997,2968.0,254.3031496062992,299.96542394609963,mL,hydration,,False,True,True,low
hydration_valueInML,Int64,254,43.79310344827586,326,56.20689655172414,1,True,100.0,2023-05-26,2026-01-31,982,44.173913043478265,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mL,hydration,,False,True,True,low
includesActivityData,boolean,580,100.0,0,0.0,2,False,,2023-05-26,2026-02-05,987,100.0,"[true, false]",,,,,,,,,,,flags_includes,,False,True,False,low
includesAllDayPulseOx,boolean,580,100.0,0,0.0,2,False,,2023-05-26,2026-02-05,987,100.0,"[false, true]",,,,,,,,,,,flags_includes,,False,True,False,low
includesCalorieConsumedData,boolean,580,100.0,0,0.0,1,True,,2023-05-26,2026-02-05,987,100.0,[false],,,,,,,,,,,flags_includes,,False,True,False,low
includesContinuousMeasurement,boolean,580,100.0,0,0.0,1,True,,2023-05-26,2026-02-05,987,100.0,[false],,,,,,,,,,,flags_includes,,False,True,False,low
includesSingleMeasurement,boolean,580,100.0,0,0.0,2,False,,2023-05-26,2026-02-05,987,100.0,"[true, false]",,,,,,,,,,,flags_includes,,False,True,False,low
includesSleepPulseOx,boolean,580,100.0,0,0.0,2,False,,2023-05-26,2026-02-05,987,100.0,"[false, true]",,,,,,,,,,,flags_includes,,False,True,False,low
includesWellnessData,boolean,580,100.0,0,0.0,1,True,,2023-05-26,2026-02-05,987,100.0,[true],,,,,,,,,,,flags_includes,,False,True,False,low
isVigorousDay,boolean,381,65.6896551724138,199,34.310344827586206,2,False,,2023-12-13,2026-02-05,786,100.0,"[false, true]",,,,,,,,,,,other,,False,True,False,low
latestSpo2Value,Int64,489,84.3103448275862,91,15.689655172413794,20,False,0.0,2023-05-26,2026-02-05,987,84.3103448275862,"[97, 99, 95, 89, 84]",78.0,88.0,92.0,95.0,98.0,100.0,100.0,94.37014314928426,4.00665534699832,percent,spo2,,False,True,True,medium
latestSpo2ValueReadingTimeGmt,str,489,84.3103448275862,91,15.689655172413794,489,False,,2023-05-26,2026-02-05,987,84.3103448275862,"[""2023-05-26T17:33:00.0"", ""2023-05-27T17:50:00.0"", ""2023-05-28T05:59:00.0"", ""2023-05-29T05:59:00.0"", ""2023-05-30T06:00:00.0""]",,,,,,,,,,datetime,spo2,ISO datetime string,False,True,True,medium
latestSpo2ValueReadingTimeLocal,str,489,84.3103448275862,91,15.689655172413794,489,False,,2023-05-26,2026-02-05,987,84.3103448275862,"[""2023-05-26T19:33:00.0"", ""2023-05-27T19:50:00.0"", ""2023-05-28T07:59:00.0"", ""2023-05-29T07:59:00.0"", ""2023-05-30T08:00:00.0""]",,,,,,,,,,datetime,spo2,ISO datetime string,False,True,True,medium
lowestSpo2Value,Int64,489,84.3103448275862,91,15.689655172413794,23,False,0.0,2023-05-26,2026-02-05,987,84.3103448275862,"[95, 93, 83, 82, 84]",71.0,78.0,82.0,84.0,86.0,88.0,95.0,83.83640081799591,3.0369689596646423,percent,spo2,,False,True,True,medium
maxAvgHeartRate,Int64,548,94.48275862068965,32,5.517241379310345,95,False,0.0,2023-05-26,2026-02-05,987,94.48275862068965,"[126, 160, 175, 119, 120]",69.0,96.0,116.0,128.0,144.25,162.0,183.0,129.78284671532847,20.397026289656086,bpm,heart_rate,,False,True,True,medium
minAvgHeartRate,Int64,548,94.48275862068965,32,5.517241379310345,39,False,0.0,2023-05-26,2026-02-05,987,94.48275862068965,"[55, 41, 40, 42, 39]",31.0,38.0,41.0,43.0,45.0,54.64999999999998,77.0,44.0985401459854,6.049865732282105,bpm,heart_rate,,False,True,True,medium
moderateIntensityMinutes,Int64,580,100.0,0,0.0,93,False,23.620689655172413,2023-05-26,2026-02-05,987,100.0,"[0, 113, 38, 135, 29]",0.0,0.0,1.0,19.0,39.0,75.09999999999991,220.0,24.90344827586207,26.53640225035846,,other,,False,True,False,low
remainingKilocalories,Int64,390,67.24137931034483,190,32.758620689655174,316,False,0.0,2023-05-26,2025-01-13,599,100.0,"[2158, 2756, 2660, 2559, 2306]",408.0,1901.0,2064.5,2241.0,2487.5,2889.4999999999986,4461.0,2284.023076923077,411.8091091715649,Kilocalories,calories,,False,True,True,low
respiration_algorithmVersion,Int64,210,36.206896551724135,370,63.793103448275865,1,True,0.0,2024-08-14,2026-02-05,541,92.92035398230088,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,,respiration,,False,True,True,low
respiration_avgWakingRespirationValue,Int64,547,94.3103448275862,33,5.689655172413794,8,False,0.0,2023-05-26,2026-02-05,987,94.3103448275862,"[13, 14, 15, 17, 16]",11.0,13.0,13.0,14.0,14.0,15.0,18.0,13.771480804387568,0.7612827767695426,brpm,respiration,,False,True,True,low
respiration_highestRespirationValue,Int64,547,94.3103448275862,33,5.689655172413794,14,False,0.0,2023-05-26,2026-02-05,987,94.3103448275862,"[15, 22, 20, 24, 23]",12.0,20.0,21.0,22.0,23.0,25.0,27.0,22.23765996343693,1.8313030073355392,brpm,respiration,,False,True,True,low
respiration_latestRespirationTimeGMT,str,547,94.3103448275862,33,5.689655172413794,547,False,,2023-05-26,2026-02-05,987,94.3103448275862,"[""2023-05-26T21:59:00.0"", ""2023-05-27T22:00:00.0"", ""2023-05-28T20:14:00.0"", ""2023-05-29T22:00:00.0"", ""2023-05-30T22:00:00.0""]",,,,,,,,,,datetime,respiration,ISO datetime string,False,True,True,low
respiration_latestRespirationValue,Int64,547,94.3103448275862,33,5.689655172413794,14,False,0.0,2023-05-26,2026-02-05,987,94.3103448275862,"[14, 13, 15, 12, 16]",9.0,12.0,13.0,14.0,14.0,19.0,22.0,14.190127970749543,2.1079939820317657,brpm,respiration,,False,True,True,low
respiration_lowestRespirationValue,Int64,547,94.3103448275862,33,5.689655172413794,8,False,0.0,2023-05-26,2026-02-05,987,94.3103448275862,"[8, 11, 10, 9, 12]",7.0,8.0,9.0,9.0,10.0,11.0,16.0,9.616087751371115,1.0459922010193412,brpm,respiration,,False,True,True,low
restingCaloriesFromActivity,Int64,253,43.62068965517241,327,56.37931034482758,101,False,0.3952569169960474,2023-05-26,2026-01-31,982,44.0,"[0, 164, 50, 207, 157]",0.0,16.6,24.0,38.0,64.0,145.0,653.0,55.280632411067195,61.728382087610434,Kilocalories,calories,,False,True,True,low
restingHeartRateTimestamp,Int64,543,93.62068965517241,37,6.379310344827586,543,False,0.0,2023-05-26,2026-02-05,987,93.62068965517241,"[1685138400000, 1685224800000, 1685311200000, 1685397600000, 1685484000000]",1685138400000.0,1687479840000.0,1697018400000.0,1713132000000.0,1755079200000.0,1767990960000.0,1770283500000.0,1721629666961.326,28653289545.43872,ms,heart_rate,epoch millis,False,True,True,medium
userFloorsAscendedGoal,Int64,580,100.0,0,0.0,1,True,0.0,2023-05-26,2026-02-05,987,100.0,[10],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,other,,False,True,False,low
userIntensityMinutesGoal,Int64,580,100.0,0,0.0,3,False,0.0,2023-05-26,2026-02-05,987,100.0,"[150, 300, 400]",150.0,300.0,400.0,400.0,400.0,400.0,400.0,392.0689655172414,37.13666217748269,,other,,False,True,False,low
vigorousIntensityMinutes,Int64,580,100.0,0,0.0,33,False,51.03448275862069,2023-05-26,2026-02-05,987,100.0,"[5, 8, 27, 0, 21]",0.0,0.0,0.0,0.0,5.0,19.049999999999955,89.0,4.18448275862069,9.209634921084966,,other,,False,True,False,low
wellnessActiveKilocalories,Int64,580,100.0,0,0.0,396,False,7.758620689655173,2023-05-26,2026-02-05,987,100.0,"[199, 792, 698, 593, 351]",0.0,0.0,112.5,282.0,522.0,850.7999999999975,2544.0,352.4862068965517,319.89333522818407,Kilocalories,calories,,False,True,True,low
wellnessDistanceMeters,Int64,546,94.13793103448276,34,5.862068965517241,535,False,0.0,2023-05-26,2026-02-05,987,94.13793103448276,"[863, 17337, 5044, 14366, 7196]",7.0,269.75,2155.0,4709.5,8235.0,13418.75,35155.0,5625.4358974358975,4480.977549855092,Meters,steps_distance,,False,True,True,medium
wellnessEndTimeGmt,str,580,100.0,0,0.0,580,False,,2023-05-26,2026-02-05,987,100.0,"[""2023-05-26T22:00:00.0"", ""2023-05-27T22:00:00.0"", ""2023-05-28T22:00:00.0"", ""2023-05-29T22:00:00.0"", ""2023-05-30T22:00:00.0""]",,,,,,,,,,datetime,other,ISO datetime string,False,True,False,low
wellnessEndTimeLocal,str,580,100.0,0,0.0,580,False,,2023-05-26,2026-02-05,987,100.0,"[""2023-05-27T00:00:00.0"", ""2023-05-28T00:00:00.0"", ""2023-05-29T00:00:00.0"", ""2023-05-30T00:00:00.0"", ""2023-05-31T00:00:00.0""]",,,,,,,,,,datetime,other,ISO datetime string,False,True,False,low
wellnessKilocalories,Int64,580,100.0,0,0.0,430,False,0.0,2023-05-26,2026-02-05,987,100.0,"[2158, 2756, 2660, 2559, 2306]",408.0,1901.0,2068.5,2250.0,2495.25,2863.45,4461.0,2280.0327586206895,407.0450836627318,Kilocalories,calories,,False,True,True,low
wellnessStartTimeGmt,str,580,100.0,0,0.0,580,False,,2023-05-26,2026-02-05,987,100.0,"[""2023-05-25T22:00:00.0"", ""2023-05-26T22:00:00.0"", ""2023-05-27T22:00:00.0"", ""2023-05-28T22:00:00.0"", ""2023-05-29T22:00:00.0""]",,,,,,,,,,datetime,other,ISO datetime string,False,True,False,low
wellnessStartTimeLocal,str,580,100.0,0,0.0,580,False,,2023-05-26,2026-02-05,987,100.0,"[""2023-05-26T00:00:00.0"", ""2023-05-27T00:00:00.0"", ""2023-05-28T00:00:00.0"", ""2023-05-29T00:00:00.0"", ""2023-05-30T00:00:00.0""]",,,,,,,,,,datetime,other,ISO datetime string,False,True,False,low
wellnessTotalKilocalories,Int64,580,100.0,0,0.0,430,False,0.0,2023-05-26,2026-02-05,987,100.0,"[2158, 2756, 2660, 2559, 2306]",408.0,1901.0,2068.5,2250.0,2495.25,2863.45,4461.0,2280.0327586206895,407.0450836627318,Kilocalories,calories,,False,True,True,low
sleepStartTimestampGMT,Int64,474,81.72413793103448,106,18.275862068965516,474,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[1685148480, 1685236980, 1685320500, 1685408220, 1685488500]",1685148480.0,1687186314.0,1696422780.0,1710940050.0,1754669625.0,1768031562.0,1770244440.0,1720635650.6329114,28843308.01250972,s,sleep,epoch seconds timestamp,True,True,True,high
sleepEndTimestampGMT,Int64,474,81.72413793103448,106,18.275862068965516,474,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[1685176920, 1685264159, 1685352240, 1685433900, 1685530018]",1685176920.0,1687213311.0,1696456680.0,1710972810.0,1754704200.0,1768067535.0,1770275340.0,1720666022.7974684,28843832.40516456,s,sleep,epoch seconds timestamp,True,True,True,high
deepSleepSeconds,Int64,474,81.72413793103448,106,18.275862068965516,109,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[5220, 6120, 6420, 4320, 7200]",840.0,3420.0,4920.0,5940.0,6885.0,8160.0,10140.0,5863.797468354431,1465.6838337592662,Seconds,sleep,,False,True,True,high
lightSleepSeconds,Int64,474,81.72413793103448,106,18.275862068965516,242,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[16260, 14700, 19860, 14460, 21000]",3660.0,8778.0,13350.0,16350.0,19305.0,24080.999999999996,29400.0,16369.240506329113,4596.326119660266,Seconds,sleep,,False,True,True,high
remSleepSeconds,Int64,467,80.51724137931035,113,19.482758620689655,179,False,0.0,2023-05-27,2026-02-05,986,80.65630397236615,"[6720, 4620, 4740, 6180, 9300]",120.0,2454.0,5010.0,6960.0,8790.0,11682.0,17400.0,6968.351177730193,2853.404498600353,Seconds,sleep,,False,True,True,high
awakeSleepSeconds,Int64,474,81.72413793103448,106,18.275862068965516,83,False,10.970464135021098,2023-05-27,2026-02-05,986,81.86528497409327,"[240, 1200, 720, 3960, 1680]",0.0,0.0,120.0,660.0,1560.0,4020.0,9660.0,1129.746835443038,1449.9108156725847,Seconds,sleep,,False,True,True,high
unmeasurableSeconds,Int64,474,81.72413793103448,106,18.275862068965516,25,False,87.9746835443038,2023-05-27,2026-02-05,986,81.86528497409327,"[0, 480, 900, 780, 540]",0.0,0.0,0.0,0.0,0.0,980.999999999998,4200.0,142.53164556962025,447.3444360344568,Seconds,other,,False,True,False,low
averageRespiration,float64,461,79.48275862068965,119,20.517241379310345,101,False,0.0,2023-05-27,2026-02-05,986,79.62003454231433,"[16.0, 15.0, 17.0, 18.0, 14.0]",13.0,15.0,15.0,16.0,16.57,17.52,19.0,15.965921908893709,0.9158746510834427,brpm,respiration,,False,True,True,high
lowestRespiration,float64,461,79.48275862068965,119,20.517241379310345,8,False,0.0,2023-05-27,2026-02-05,986,79.62003454231433,"[12.0, 9.0, 11.0, 10.0, 13.0]",7.0,8.0,9.0,10.0,11.0,12.0,14.0,10.245119305856832,1.4244003455597802,brpm,respiration,,False,True,True,low
highestRespiration,float64,461,79.48275862068965,119,20.517241379310345,11,False,0.0,2023-05-27,2026-02-05,986,79.62003454231433,"[22.0, 20.0, 24.0, 23.0, 21.0]",17.0,20.0,21.0,22.0,23.0,25.0,27.0,22.262472885032537,1.6186687907519821,brpm,respiration,,False,True,True,low
avgSleepStress,float64,474,81.72413793103448,106,18.275862068965516,415,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[5.480000019073486, 8.59000015258789, 8.020000457763672, 6.590000152587891, 13.15999984741211]",3.549999952316284,7.5729999303817745,11.625,15.449999809265137,19.097500324249268,24.54850034713744,63.060001373291016,16.044810100969887,6.654344603183145,,stress,,False,True,True,high
awakeCount,Int64,474,81.72413793103448,106,18.275862068965516,7,False,44.72573839662447,2023-05-27,2026-02-05,986,81.86528497409327,"[0, 2, 1, 4, 3]",0.0,0.0,0.0,1.0,1.75,3.0,7.0,0.9578059071729957,1.134837647666496,,other,,False,True,False,low
restlessMomentCount,Int64,474,81.72413793103448,106,18.275862068965516,74,False,0.0,2023-05-27,2026-02-05,986,81.86528497409327,"[40, 36, 65, 67, 45]",11.0,22.0,34.0,43.0,55.0,72.34999999999997,109.0,45.09704641350211,15.88499470560175,,other,,False,True,False,low
retro,boolean,474,81.72413793103448,106,18.275862068965516,1,True,,2023-05-27,2026-02-05,986,81.86528497409327,[false],,,,,,,,,,,other,,False,True,False,low
sleepWindowConfirmationType,str,474,81.72413793103448,106,18.275862068965516,1,True,,2023-05-27,2026-02-05,986,81.86528497409327,"[""ENHANCED_CONFIRMED_FINAL""]",,,,,,,,,,,sleep,,False,True,True,medium
spo2SleepMeasurementStartTimestampGMT,Int64,450,77.58620689655173,130,22.413793103448278,450,False,0.0,2023-05-28,2026-02-05,985,77.85467128027682,"[1685237040, 1685320560, 1685408280, 1685488560, 1685577240]",1685237040.0,1687168542.0,1697435160.0,1713091140.0,1755254790.0,1768136880.0,1770246060.0,1721792331.7333333,29012038.39130437,s,sleep,epoch seconds timestamp,False,True,True,medium
spo2SleepMeasurementEndTimestampGMT,Int64,450,77.58620689655173,130,22.413793103448278,450,False,0.0,2023-05-28,2026-02-05,985,77.85467128027682,"[1685253540, 1685339940, 1685426400, 1685512800, 1685599140]",1685253540.0,1687198290.0,1697457555.0,1713117570.0,1755280755.0,1768162320.0,1770274740.0,1721814524.4,29013753.615038887,s,sleep,epoch seconds timestamp,False,True,True,medium
spo2SleepAverageSPO2,float64,450,77.58620689655173,130,22.413793103448278,112,False,0.0,2023-05-28,2026-02-05,985,77.85467128027682,"[94.0, 92.0, 91.0, 93.0, 96.0]",89.0,92.0,93.41749999999999,94.19,95.0,96.991,99.0,94.35766666666666,1.455462676801942,percent,sleep,,False,True,True,medium
spo2SleepAverageHR,float64,448,77.24137931034483,132,22.758620689655174,28,False,0.0,2023-05-28,2026-02-03,983,77.77777777777779,"[50.0, 48.0, 45.0, 46.0, 47.0]",40.0,45.0,48.0,51.0,53.25,59.0,78.0,51.261160714285715,4.577555446114914,bpm,sleep,,False,True,True,medium
spo2SleepLowestSPO2,Int64,450,77.58620689655173,130,22.413793103448278,21,False,0.0,2023-05-28,2026-02-05,985,77.85467128027682,"[83, 82, 84, 87, 86]",74.0,78.0,82.0,84.0,86.0,89.0,94.0,84.2311111111111,3.160151544266042,percent,sleep,,False,True,True,medium
sleepOverallScore,Int64,473,81.55172413793103,107,18.448275862068968,63,False,0.0,2023-05-27,2026-02-05,986,81.69257340241796,"[98, 82, 90, 85, 69]",26.0,49.6,76.0,84.0,90.0,97.0,100.0,80.74418604651163,13.877646831953607,,sleep,,False,True,True,high
sleepQualityScore,Int64,473,81.55172413793103,107,18.448275862068968,54,False,0.0,2023-05-27,2026-02-05,986,81.69257340241796,"[97, 88, 89, 93, 75]",29.0,61.0,78.0,85.0,91.0,97.0,100.0,83.15010570824525,10.961444612699399,,sleep,,False,True,True,high
sleepDurationScore,Int64,473,81.55172413793103,107,18.448275862068968,68,False,0.21141649048625794,2023-05-27,2026-02-05,986,81.69257340241796,"[100, 79, 77, 53, 61]",0.0,48.6,79.0,100.0,100.0,100.0,100.0,88.18181818181819,18.415655395243572,,sleep,,False,True,True,high
sleepRecoveryScore,Int64,473,81.55172413793103,107,18.448275862068968,48,False,3.171247357293869,2023-05-27,2026-02-05,986,81.69257340241796,"[100, 87, 99, 79, 84]",0.0,61.0,72.0,79.0,94.0,100.0,100.0,79.02748414376322,19.539325985576287,,sleep,,False,True,True,high
sleepDeepScore,Int64,471,81.20689655172414,109,18.79310344827586,40,False,0.0,2023-05-27,2026-02-05,986,81.34715025906736,"[93, 100, 87, 96, 79]",30.0,71.5,82.0,100.0,100.0,100.0,100.0,91.70912951167728,11.211994977179458,,sleep,,False,True,True,medium
sleepRemScore,Int64,471,81.20689655172414,109,18.79310344827586,62,False,0.8492569002123143,2023-05-27,2026-02-05,986,81.34715025906736,"[99, 74, 69, 100, 73]",0.0,56.0,73.0,82.0,98.0,100.0,100.0,81.85350318471338,17.28477941437822,,sleep,,False,True,True,medium
sleepLightScore,Int64,471,81.20689655172414,109,18.79310344827586,41,False,0.0,2023-05-27,2026-02-05,986,81.34715025906736,"[92, 91, 80, 94, 77]",35.0,71.0,84.0,94.0,100.0,100.0,100.0,90.51167728237792,10.547732011432291,,sleep,,False,True,True,medium
sleepAwakeningsCountScore,Int64,473,81.55172413793103,107,18.448275862068968,6,False,0.6342494714587738,2023-05-27,2026-02-05,986,81.69257340241796,"[100, 74, 87, 32, 61]",0.0,61.0,74.0,87.0,100.0,100.0,100.0,86.71035940803382,17.15169849021856,,sleep,,False,True,True,medium
sleepAwakeTimeScore,Int64,473,81.55172413793103,107,18.448275862068968,71,False,1.9027484143763214,2023-05-27,2026-02-05,986,81.69257340241796,"[100, 80, 91, 34, 70]",0.0,32.6,74.0,92.0,100.0,100.0,100.0,82.89217758985201,23.157506976318185,,sleep,,False,True,True,medium
sleepCombinedAwakeScore,Int64,473,81.55172413793103,107,18.448275862068968,70,False,0.21141649048625794,2023-05-27,2026-02-05,986,81.69257340241796,"[100, 77, 89, 33, 78]",0.0,38.6,76.0,91.0,100.0,100.0,100.0,84.64693446088795,19.227784785137803,,sleep,,False,True,True,medium
sleepRestfulnessScore,Int64,473,81.55172413793103,107,18.448275862068968,61,False,0.21141649048625794,2023-05-27,2026-02-05,986,81.69257340241796,"[79, 84, 64, 78, 73]",0.0,55.6,71.0,82.0,91.0,100.0,100.0,80.00211416490487,14.32736195555842,,sleep,,False,True,True,medium
